date,neighborhood,title,link,prices,attributes
2019-11-05 04:05, san jose east,"Room for rent in zipcode 95122 near all centers, services and fre",https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent-in-zipcode-near/7003187901.html,700,"'house', 'no smoking', 'no private bath', 'private room'"
2019-11-05 03:16, santa rosa,420 Friendly room for rent,https://sfbay.craigslist.org/nby/roo/d/santa-rosa-420-friendly-room-for-rent/7009713435.html,0,"'house', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 03:09, cupertino,The Best Room For Rent,https://sfbay.craigslist.org/sby/roo/d/cupertino-the-best-room-for-rent/7001190393.html,1200,"'furnished', 'house', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 02:56, haight ashbury,"$975/m  11m to Aug 2020-Big Furnished Room-Bus 6,7,24 on corner-Cat ok",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-m-to-aug-2020-big/7013911507.html,975,"'cats are OK - purrr', 'apartment', 'no private bath', 'private room'"
2019-11-05 02:35, mission district,Roommate wanted in huge top floor apartment steps from Dolores Park,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-roommate-wanted-in-huge/7013908617.html,1800,"'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 02:21, san jose south,Large Room For Rent - Los Gatos San Jose Border,https://sfbay.craigslist.org/sby/roo/d/san-jose-large-room-for-rent-los-gatos/7012563369.html,1000,"'duplex', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 02:14, fairfax,Young couple looking for room to rent.,https://sfbay.craigslist.org/nby/roo/d/fairfax-young-couple-looking-for-room/7013906157.html,0,"'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'private bath', 'private room'"
2019-11-05 02:01, cupertino,Roommate wanted: 2BR/2BA Cupertino house for rent,https://sfbay.craigslist.org/sby/roo/d/cupertino-roommate-wanted-2br-2ba/7013893872.html,400,"'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-05 01:51, san bruno,"In-law room PRIVATE entrance & PRIVATE bathroom, ALL UTILITIES PAID!!",https://sfbay.craigslist.org/pen/roo/d/san-bruno-in-law-room-private-entrance/7013903534.html,1225,"'cats are OK - purrr', 'dogs are OK - wooof', 'in-law', 'no laundry on site', 'no smoking', 'street parking', 'private bath', 'private room'"
2019-11-05 01:49, palo alto,Two rooms available in a 4-bedroom house right near downtown Palo Alto,https://sfbay.craigslist.org/pen/roo/d/palo-alto-two-rooms-available-in-4/7013903245.html,1489,"'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'no private bath', 'private room'"
2019-11-05 01:48, hayward / castro valley,Room for rent,https://sfbay.craigslist.org/eby/roo/d/room-for-rent/7013903138.html,650,"'house', 'no smoking', 'no private bath', 'private room'"
2019-11-05 01:47, hayward / castro valley,Room for rent,https://sfbay.craigslist.org/eby/roo/d/room-for-rent/7013903054.html,650,"'house', 'no smoking', 'no private bath', 'private room'"
2019-11-05 01:39, san jose south,"Room for Rent in Luxury Home, Fully Furnished!",https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent-in-luxury-home/7013902259.html,750,"'furnished', 'house', 'laundry in bldg', 'no smoking', 'street parking', 'private bath', 'private room'"
2019-11-05 01:38, berkeley,Nov 20th Amazing Large room close to UC Berkeley + High Speed Internet,https://sfbay.craigslist.org/eby/roo/d/nov-20th-amazing-large-room-close-to-uc/7013902105.html,1300,"'furnished', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'private bath', 'private room'"
2019-11-05 01:37, ingleside / SFSU / CCSF,A Clean Quiet Furnished Room starting NOV,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-clean-quiet-furnished/7007145378.html,1525,"'furnished', 'house', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 01:33, san jose south,A room for rent in San Jose,https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent-in-san-jose/7007910825.html,700,"'house', 'no laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 01:29, milpitas,雅潔房間適單身專業人士近矽谷高科技園區一水電綱路全$800,https://sfbay.craigslist.org/sby/roo/d/milpitas-800/7013901209.html,800,"'furnished', 'house', 'laundry on site', 'no smoking', 'off-street parking', 'no private bath', 'private room'"
2019-11-05 01:21, fremont / union city / newark,Room for rent,https://sfbay.craigslist.org/eby/roo/d/fremont-room-for-rent/7013900433.html,850,"'house', 'no private bath', 'private room'"
2019-11-05 01:16, corte madera,Furn Room in Magic Euro-Designer HEAL-House w/Garden,https://sfbay.craigslist.org/nby/roo/d/corte-madera-furn-room-in-magic-euro/7013898018.html,1300,"'furnished', 'townhouse', 'carport', 'no private bath', 'private room'"
2019-11-05 01:08, mountain view,NEW - $1200 Looking For a Roomate,https://sfbay.craigslist.org/pen/roo/d/san-mateo-new-looking-for-roomate/7013899188.html,1200,"'apartment', 'private bath', 'private room'"
2019-11-05 01:05, corte madera,Furn Room in Magic Euro-Designer HEAL-House w/Garden,https://sfbay.craigslist.org/nby/roo/d/corte-madera-furn-room-in-magic-euro/7013895389.html,1300,"'furnished', 'townhouse', 'carport', 'no private bath', 'private room'"
2019-11-05 01:03, hayward / castro valley,Room for Rent in East Bay / Hayward,https://sfbay.craigslist.org/eby/roo/d/hayward-room-for-rent-in-east-bay/7010985059.html,770,"'furnished', 'house', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:55, richmond / seacliff,"Room in Richmond District Flat, Available 12/01.",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-in-richmond-district/7012419896.html,850,"'flat', 'laundry in bldg', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:53, bayview,"Sunny, Spacious, Very Clean Master Bedroom/Suite with Private Bathroom",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-sunny-spacious-very-clean/7013895431.html,1590,"'apartment', 'w/d in unit', 'street parking', 'private bath', 'private room'"
2019-11-05 00:48, east palo alto,Large house in a convenient neighborhood!,https://sfbay.craigslist.org/pen/roo/d/palo-alto-large-house-in-convenient/7012520719.html,1162,"'cats are OK - purrr', 'house', 'w/d in unit', 'attached garage', 'no private bath', 'private room'"
2019-11-05 00:48, sunnyvale,Sunnyvale Room For Rent (1Bedroom/Shared Bathroom),https://sfbay.craigslist.org/sby/roo/d/mountain-view-sunnyvale-room-for-rent/7013897180.html,1400,"'furnished', 'condo', 'laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:46, mountain view,Available Dec 1st. 1 Bedroom in 2b2b apartment in Mountain View.,https://sfbay.craigslist.org/sby/roo/d/mountain-view-available-dec-1st-1/7013896980.html,1150,"'furnished', 'apartment', 'laundry on site', 'no private bath', 'private room'"
2019-11-05 00:44, san jose east,Furnished Room available for rent in,https://sfbay.craigslist.org/sby/roo/d/san-jose-furnished-room-available-for/7013894675.html,400,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-05 00:44, Sunset,兩間單人雅房出租Furnished bedrooms near UCSF Parnassus and SFSU,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-furnished-bedrooms-near/7000562554.html,1100,"'furnished', 'house', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:43, san jose north,Move In immediately,https://sfbay.craigslist.org/sby/roo/d/san-jose-move-in-immediately/7013896525.html,750,"'cats are OK - purrr', 'furnished', 'house', 'laundry on site', 'attached garage', 'no private bath', 'private room', 'wheelchair accessible'"
2019-11-05 00:37, san jose downtown,Very nice furnished room for rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-very-nice-furnished-room-for/7013895316.html,350,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-05 00:29, concord / pleasant hill / martinez,"Master room w/ private bath -full furnished -walk to DVC, Target, etc.",https://sfbay.craigslist.org/eby/roo/d/pleasant-hill-master-room-private-bath/7007332914.html,1250,"'cats are OK - purrr', 'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage', 'private bath', 'private room'"
2019-11-05 00:26, Sunset,Room Wanted January 2020,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-wanted-january-2020/7013895015.html,0,"'apartment', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:23, san jose south,Room for Rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent/7013894723.html,800,"'house', 'laundry in bldg', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:22, mission district,Master Bedroom in 2BR Sunny Mission Apt,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-master-bedroom-in-2br/7013894630.html,1900,"'duplex', 'laundry on site', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:17, daly city,Daly City BART Laundry utilities incl.,https://sfbay.craigslist.org/pen/roo/d/daly-city-daly-city-bart-laundry/7010627538.html,990,"'house', 'laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:17, ingleside / SFSU / CCSF,Private room in garage. Private Bath n shower. 5mins Walk to BART,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-room-in-garage/7012528636.html,1250,"'furnished', 'house', 'no laundry on site', 'no smoking', 'street parking', 'private bath', 'private room'"
2019-11-05 00:16, san jose north,Commuter Room for Rent in North San Jose,https://sfbay.craigslist.org/sby/roo/d/san-jose-commuter-room-for-rent-in/7013894073.html,650,"'furnished', 'house', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-05 00:00, haight ashbury,Room Available,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-available/7013892490.html,1400,"'apartment', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:57, san francisco,Private Master BR W/bth for rent in,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-master-br-bth-for/7013880664.html,500,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-04 23:51, napa county,Cuarto De Renta En Vallejo.,https://sfbay.craigslist.org/nby/roo/d/american-canyon-cuarto-de-renta-en/7013891665.html,550,"'house', 'no laundry on site', 'no smoking', 'off-street parking', 'no private bath', 'private room'"
2019-11-04 23:50, berkeley north / hills,"Furnished big room in nice, quiet bldg. 5 min to North Gate",https://sfbay.craigslist.org/eby/roo/d/berkeley-furnished-big-room-in-nice/7013891539.html,1275,"'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'no private bath', 'private room'"
2019-11-04 23:49, sunset / parkside,"Single Professional share 2bdrm/1bath, g8 loc, ez commute, non 420",https://sfbay.craigslist.org/sfc/roo/d/pacifica-single-professional-share/7013891463.html,1888,"'condo', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:47, san jose east,Room for rent (~9x15),https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent-9x15/7011930696.html,750,"'house', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:44, walnut creek,"room for rent  1 person   $800.00   ""Utilities included""",https://sfbay.craigslist.org/eby/roo/d/concord-room-for-rent-1-person/7002464571.html,800,"'furnished', 'house', 'w/d in unit', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:43, fremont / union city / newark,"Gorgeous Room In New Townhouse In Newark -- Close To Tesla, FB, CA-84",https://sfbay.craigslist.org/eby/roo/d/newark-gorgeous-room-in-new-townhouse/7013890943.html,1200,"'townhouse', 'w/d in unit', 'street parking', 'private bath', 'private room'"
2019-11-04 23:42, campbell,Room Available ASAP in Campbell Home,https://sfbay.craigslist.org/sby/roo/d/san-jose-room-available-asap-in/7013890846.html,975,"'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no private bath', 'private room'"
2019-11-04 23:38, east palo alto,furnished room in clean house [available now],https://sfbay.craigslist.org/pen/roo/d/palo-alto-furnished-room-in-clean-house/7013885421.html,1230,"'EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'laundry in bldg', 'no smoking', 'off-street parking', 'no private bath', 'private room', 'wheelchair accessible'"
2019-11-04 23:38, hayward / castro valley,1 bedroom available now,https://sfbay.craigslist.org/eby/roo/d/hayward-1-bedroom-available-now/7013890355.html,950,"'townhouse', 'laundry on site', 'carport', 'no private bath', 'private room'"
2019-11-04 23:38, san jose west,Sunny Bedroom available in shared House near Santana Row,https://sfbay.craigslist.org/sby/roo/d/san-jose-sunny-bedroom-available-in/7013890330.html,1000,"'house', 'w/d hookups', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:37, san jose south,$800 2 Rooms for rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-rooms-for-rent/7013890253.html,800,"'house', 'w/d in unit', 'street parking', 'private bath', 'private room'"
2019-11-04 23:35, san leandro,ROOM FOR RENT  $780,https://sfbay.craigslist.org/eby/roo/d/san-leandro-room-for-rent-780/7013886006.html,780,"'furnished', 'house', 'no smoking', 'no private bath', 'private room'"
2019-11-04 23:32, san jose downtown,"Private Room, Clean House, Utilities Included! - Female Only",https://sfbay.craigslist.org/sby/roo/d/san-jose-private-room-clean-house/7013889715.html,1200,"'house', 'laundry on site', 'off-street parking', 'no private bath', 'private room'"
2019-11-04 23:31, hayes valley,Join our 10-person community house!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-join-our-10-person/7013883101.html,1650,"'furnished', 'house', 'laundry in bldg', 'no parking', 'no private bath', 'private room'"
2019-11-04 23:31, santa clara,[招租] 单房分租Santa Clara(近Sunnyvale),https://sfbay.craigslist.org/sby/roo/d/santa-clara-santa-clarasunnyvale/7009230525.html,900,"'furnished', 'townhouse', 'w/d in unit', 'no smoking', 'attached garage', 'no private bath', 'private room'"
2019-11-04 23:29, san jose south,"fully furnished private bedroom, cozy and Sunny!东南朝向",https://sfbay.craigslist.org/sby/roo/d/san-jose-fully-furnished-private/7005189396.html,1299,"'furnished', 'house', 'laundry on site', 'no smoking', 'off-street parking', 'no private bath', 'private room'"
2019-11-04 23:25, daly city,Nice and bright Room for rent,https://sfbay.craigslist.org/pen/roo/d/daly-city-nice-and-bright-room-for-rent/7011226499.html,750,"'house', 'no laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:22, Sunnyvale/Mt View/Santa Clara,3-Room Private & Fully Furnished One-Bedroom Suite,https://sfbay.craigslist.org/sby/roo/d/sunnyvale-3-room-private-fully/7013888641.html,1200,"'furnished', 'townhouse', 'w/d in unit', 'no smoking', 'off-street parking', 'private bath', 'private room'"
2019-11-04 23:18, excelsior / outer mission,Brand New renovated en-suite master bedroom,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-brand-new-renovated-en/7013888187.html,1485,"'house', 'laundry on site', 'no smoking', 'off-street parking', 'private bath', 'private room'"
2019-11-04 23:18, castro / upper market,2 Furnished rooms available in amazing Castro house! - 3 weeks only,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-2-furnished-rooms/7013888152.html,1600,"'furnished', 'apartment', 'w/d in unit', 'private bath', 'private room'"
2019-11-04 23:17, sunnyvale,Sunnyvale townhouse 一间卧室 available - $1200,https://sfbay.craigslist.org/sby/roo/d/sunnyvale-sunnyvale-townhouse-available/7009556983.html,1200,"'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'private bath', 'private room'"
2019-11-04 23:17, east palo alto,quiet room with view - convenient location,https://sfbay.craigslist.org/pen/roo/d/palo-alto-quiet-room-with-view/7012270715.html,1380,"'EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'laundry in bldg', 'no smoking', 'off-street parking', 'no private bath', 'private room', 'wheelchair accessible'"
2019-11-04 23:16, sunnyvale,►►► Remodeled Sunnyvale Rooms For Rent,https://sfbay.craigslist.org/sby/roo/d/sunnyvale-remodeled-sunnyvale-rooms-for/7012283808.html,1225,"'house', 'w/d in unit', 'no smoking', 'off-street parking', 'private bath', 'private room'"
2019-11-04 23:16, san leandro,ROOM FOR RENT $980,https://sfbay.craigslist.org/eby/roo/d/san-leandro-room-for-rent-980/7013884887.html,980,"'furnished', 'house', 'no smoking', 'private bath', 'private room'"
2019-11-04 23:12, santa clara,room for share,https://sfbay.craigslist.org/sby/roo/d/santa-clara-room-for-share/7009632997.html,800,"'house', 'w/d hookups', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:08, oakland north / temescal,Room open in near MacArthur Bart,https://sfbay.craigslist.org/eby/roo/d/oakland-room-open-in-near-macarthur-bart/7013887024.html,1000,"'apartment', 'w/d in unit', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:07, dublin / pleasanton / livermore,Share large home in Mountain house,https://sfbay.craigslist.org/eby/roo/d/tracy-share-large-home-in-mountain-house/7013883103.html,1450,"'apartment', 'w/d in unit', 'attached garage', 'private bath', 'private room'"
2019-11-04 23:07, oakland east,Room open in Bright Spacious Queer Home in the Dimond,https://sfbay.craigslist.org/eby/roo/d/oakland-room-open-in-bright-spacious/7004369630.html,1165,"'duplex', 'laundry in bldg', 'no private bath', 'private room'"
2019-11-04 23:06, walnut creek,Beautiful 2-bed 2-bath Condo Near Downtown!,https://sfbay.craigslist.org/eby/roo/d/walnut-creek-beautiful-2-bed-2-bath/7013886814.html,1500,"'furnished', 'condo', 'laundry in bldg', 'attached garage', 'private bath', 'private room'"
2019-11-04 23:06, palo alto,Live. Work. Socialize @ My Bunk,https://sfbay.craigslist.org/pen/roo/d/live-work-socialize-my-bunk/7012530190.html,250,"'furnished', 'house', 'w/d in unit', 'street parking', 'no private bath', 'private room'"
2019-11-04 23:04, pacific heights,Looking for someone (guy or girl),https://sfbay.craigslist.org/sfc/roo/d/san-francisco-looking-for-someone-guy/7013881467.html,500,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-04 23:01, campbell,woman only - SLE clean and sober living enviorment,https://sfbay.craigslist.org/sby/roo/d/san-jose-woman-only-sle-clean-and-sober/7013886020.html,850,"'furnished', 'townhouse', 'laundry in bldg', 'off-street parking', 'no private bath', 'room not private'"
2019-11-04 22:58, financial district,SAN FRANCISCO NEAR FINANCIAL DISTRICT/CHINATOWN  ROOM FOR RENT,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-san-francisco-near/7013880072.html,1000,"'apartment', 'no laundry on site', 'no parking', 'no private bath', 'private room'"
2019-11-04 22:52, san francisco,Nice  2 BR apartment available for rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-2-br-apartment/7013879697.html,500,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-04 22:51, san jose north,一房一厅连厨房浴室(独立出入）11/10入住,https://sfbay.craigslist.org/sby/roo/d/san-jose-11-10/7013882798.html,1250,"'house', 'w/d in unit', 'street parking', 'private bath', 'private room'"
2019-11-04 22:50, santa clara,Suite available in Stunning 12 year old SF home,https://sfbay.craigslist.org/sby/roo/d/santa-clara-suite-available-in-stunning/7012526504.html,1600,"'apartment', 'w/d in unit', 'attached garage', 'private bath', 'private room'"
2019-11-04 22:49, richmond / point / annex,One bedroom with private bathroom in Richmond  Annex,https://sfbay.craigslist.org/eby/roo/d/richmond-one-bedroom-with-private/7013884503.html,750,"'apartment', 'laundry on site', 'no smoking', 'carport', 'private bath', 'private room'"
2019-11-04 22:49, lower haight,Nice 2BD/2BA flat available for female/male,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-2bd-2ba-flat/7013881233.html,450,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-04 22:47, ingleside / SFSU / CCSF,Single room nearby SFSU CCSF suitable for student,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-single-room-nearby-sfsu/7008968636.html,850,"'house', 'laundry in bldg', 'no private bath', 'private room'"
2019-11-04 22:46, sunnyvale,Room in spacious townhouse ( female only),https://sfbay.craigslist.org/sby/roo/d/sunnyvale-room-in-spacious-townhouse/7013881251.html,900,"'apartment', 'w/d in unit', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:44, daly city,Private Bedroom For Rent,https://sfbay.craigslist.org/pen/roo/d/daly-city-private-bedroom-for-rent/7013883833.html,900,"'furnished', 'house', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:42, san jose south,"Shared rooms for rent in 3 bedroom home $900-$1,500",https://sfbay.craigslist.org/sby/roo/d/san-jose-shared-rooms-for-rent-in-3/7013883528.html,900,"'apartment', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:41, milpitas,Quiet room available now,https://sfbay.craigslist.org/sby/roo/d/milpitas-quiet-room-available-now/7009157725.html,850,"'furnished', 'house', 'w/d in unit', 'no smoking', 'no private bath', 'private room'"
2019-11-04 22:41, fremont / union city / newark,★room in Fremont Mission/Ohlone 顶尖好学区,https://sfbay.craigslist.org/eby/roo/d/fremont-room-in-fremont-mission-ohlone/7001233037.html,1080,"'furnished', 'house', 'laundry in bldg', 'private bath', 'private room'"
2019-11-04 22:40, san francisco,2 BR / 2BA available for rent in,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-2-br-2ba-available-for/7013880437.html,500,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-04 22:39, san jose north,Large room for rent (furnished and utilities included),https://sfbay.craigslist.org/sby/roo/d/san-jose-large-room-for-rent-furnished/7011921138.html,800,"'furnished', 'house', 'laundry in bldg', 'no smoking', 'off-street parking', 'no private bath', 'private room'"
2019-11-04 22:39, san jose north,"Private Room for Rent, Shared Bath in 4 Bed/2 Bath House (January '20)",https://sfbay.craigslist.org/sby/roo/d/san-jose-private-room-for-rent-shared/7004394807.html,850,"'house', 'laundry in bldg', 'no smoking', 'attached garage', 'no private bath', 'private room'"
2019-11-04 22:38, san mateo,Master Bedroom for Rent with Utilites Included,https://sfbay.craigslist.org/pen/roo/d/daly-city-master-bedroom-for-rent-with/7010210932.html,1390,"'house', 'w/d in unit', 'street parking', 'private bath', 'private room'"
2019-11-04 22:37, concord / pleasant hill / martinez,Private Room in 4Bed.2Bath,https://sfbay.craigslist.org/eby/roo/d/concord-private-room-in-4bed2bath/7013877902.html,920,"'apartment', 'no private bath', 'private room'"
2019-11-04 22:36, mission district,Private Room with Private Bath For rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-room-with-private/7013874399.html,500,"'cats are OK - purrr', 'furnished', 'apartment', 'no smoking', 'private bath', 'private room'"
2019-11-04 22:36, san jose north,北San Jose 车房改建两房一厨一浴$1250（独立出入）11/10入住,https://sfbay.craigslist.org/sby/roo/d/san-jose-san-jose/7013882723.html,1250,"'house', 'w/d in unit', 'street parking', 'private bath', 'private room'"
2019-11-04 22:35, fremont / union city / newark,room for rent $650,https://sfbay.craigslist.org/eby/roo/d/room-for-rent-650/7013882570.html,650,"'house', 'no smoking', 'no private bath', 'private room'"
2019-11-04 22:30, napa county,Furnished room for rent in Calistoga,https://sfbay.craigslist.org/nby/roo/d/calistoga-furnished-room-for-rent-in/7007224437.html,825,"'house', 'w/d in unit', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:29, dublin / pleasanton / livermore,"Open room for rent in Dublin, close to BART and SHOPPING",https://sfbay.craigslist.org/eby/roo/d/dublin-open-room-for-rent-in-dublin/7012508547.html,0,"'house', 'laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:28, San-Francisco,Living room,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-living-room/7013881554.html,600,"'furnished', 'apartment', 'street parking', 'no private bath', 'room not private'"
2019-11-04 22:25, san mateo,2Bd/1Ba - San Mateo - Month-to-Month,https://sfbay.craigslist.org/pen/roo/d/san-mateo-2bd-1ba-san-mateo-month-to/7013877163.html,1400,"'apartment', 'w/d in unit', 'detached garage', 'no private bath', 'private room'"
2019-11-04 22:24, fremont / union city / newark,Room for Rent in CONDO,https://sfbay.craigslist.org/eby/roo/d/union-city-room-for-rent-in-condo/7013880921.html,800,"'condo', 'no laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:21, mountain view,$1120 Room for Rent in Outdoorsy House,https://sfbay.craigslist.org/pen/roo/d/los-altos-1120-room-for-rent-in/7013880556.html,1120,"'house', 'laundry on site', 'street parking', 'no private bath', 'private room'"
2019-11-04 22:21, financial district,SAN FRANCISCO NEAR FINANCIAL DISTRICT/CHINATOWN MULTIPLE ROOM FOR RENT,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-san-francisco-near/7013880440.html,1400,"'apartment', 'no laundry on site', 'no parking', 'no private bath', 'private room'"
